Name,Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,state_id,county_id
NAME,B25031_001E,B19001_001E,B01003_001E,B08141_016E,B19052_002E,C27021_001E,B23025_001E,B25041_001E,B25056_001E,B25061_001E,B25063_001E,B25065_001E,B25077_001E,B25085_001E,B25094_001E,B25104_001E,state,county
"Crenshaw County, Alabama",518,5025,13865,30,3102,13656,11106,6790,1316,224,1316,552900,79500,509,3709,5025,01,041
"Lauderdale County, Alabama",658,38514,92585,13,25421,91710,76107,44792,12138,1188,12138,7080600,136400,676,26376,38514,01,077
"Lowndes County, Alabama",650,4180,10236,12,2421,10139,8097,5187,1101,65,1101,407400,66300,64,3079,4180,01,085
"Limestone County, Alabama",658,32126,93052,71,22689,90107,74268,36069,7062,720,7062,4476900,152900,829,25064,32126,01,083
"St. Clair County, Alabama",748,32172,87306,71,22955,85382,69474,36628,6775,503,6775,4816300,148200,456,25397,32172,01,115
"Winston County, Alabama",525,9403,23875,33,5699,23541,19505,13649,1977,116,1977,738300,87800,194,7426,9403,01,133
"Cullman County, Alabama",685,30730,82313,25,19826,81446,65879,37652,7811,642,7811,4452900,124100,531,22919,30730,01,043
"Elmore County, Alabama",869,29143,81212,42,20876,76330,65199,34004,7663,628,7663,5999700,161100,796,21480,29143,01,051
"Jackson County, Alabama",619,20626,52094,0,12958,51593,42344,25106,5344,711,5344,2549500,105300,344,15282,20626,01,071
"Talladega County, Alabama",630,31407,80565,107,20613,77590,65443,37669,9015,659,9015,5150600,101800,973,22392,31407,01,121
"Washington County, Alabama",709,6007,16643,0,3434,16520,13563,8509,973,106,973,423800,85200,21,5034,6007,01,129
"Coffee County, Alabama",782,19789,51288,0,14322,49581,40510,23088,6967,682,6967,5350400,149100,354,12822,19789,01,031
"Morgan County, Alabama",640,45646,119122,198,31712,117351,94987,51951,12718,1274,12718,8138200,131000,1106,32928,45646,01,103
"Chilton County, Alabama",684,16751,43930,0,11409,43609,34516,19586,4213,309,4213,2333600,102200,761,12538,16751,01,021
"Colbert County, Alabama",691,21799,54495,21,14010,54038,44328,26466,5950,926,5950,3761100,113500,559,15849,21799,01,033
"Dale County, Alabama",725,18670,49255,7,12797,46406,39028,23065,7431,1291,7431,5408900,110100,288,11239,18670,01,045
"Etowah County, Alabama",669,38777,102939,84,25223,102146,83391,47705,10895,1006,10895,6513800,109900,507,27882,38777,01,055
"DeKalb County, Alabama",619,26132,71200,15,16701,70443,55947,31462,7528,908,7528,3715000,102700,574,18604,26132,01,049
"Lamar County, Alabama",392,5974,13933,36,3654,13767,11160,7390,1407,216,1407,458900,77200,71,4567,5974,01,075
"Randolph County, Alabama",612,8643,22574,11,5193,22324,18218,12056,2298,187,2298,1088600,88700,162,6345,8643,01,111
"Mobile County, Alabama",846,155831,414659,717,110186,408043,327952,183164,54711,8120,54711,43269700,126600,4184,101120,155831,01,097
"Walker County, Alabama",603,25036,64493,48,16116,63756,51826,31057,5991,319,5991,3084800,93100,495,19045,25036,01,127
"Cleburne County, Alabama",575,5726,14938,0,3544,14760,11847,6806,1394,83,1394,675700,112000,29,4332,5726,01,029
"Greene County, Alabama",609,2955,8426,0,1441,8371,6661,5075,924,44,924,368300,66400,18,2031,2955,01,063
"Barbour County, Alabama",590,9186,25782,22,5771,22882,20948,11937,3546,325,3546,1902600,92900,251,5640,9186,01,005
"Bullock County, Alabama",668,3609,10352,0,2200,9978,8413,4526,883,42,883,498200,77500,6,2726,3609,01,011
"Calhoun County, Alabama",680,45033,115098,152,30932,113561,93023,53682,13747,1200,13747,8674700,113800,1001,31286,45033,01,015
"Clarke County, Alabama",561,9358,24387,11,5120,24098,19763,12741,3044,167,3044,1228900,100800,126,6314,9358,01,025
"Montgomery County, Alabama",869,89835,226941,541,66775,221976,179544,104355,37209,4105,37209,32351100,127500,1712,52626,89835,01,101
"Marshall County, Alabama",632,34896,95145,197,23032,94296,74128,40630,10341,515,10341,6074500,122500,726,24555,34896,01,095
"Henry County, Alabama",608,6669,17124,0,4348,16821,13980,9096,1147,238,1147,616700,115100,251,5522,6669,01,067
"Madison County, Alabama",829,145256,357560,291,111752,352428,287944,159299,47606,4132,47606,38635400,180600,2254,97650,145256,01,089
"Tallapoosa County, Alabama",648,16448,40636,14,10173,40110,33023,22310,4466,379,4466,2505800,107800,348,11982,16448,01,123
"Aleutians West Census Area, Alaska",1321,1176,5750,21,1073,5549,4878,1967,845,50,845,547600,247900,15,331,1176,02,016
"Wilcox County, Alabama",524,3804,10809,9,1824,10533,8573,5728,1333,19,1333,338000,82200,66,2471,3804,01,131
"Denali Borough, Alaska",814,639,2232,7,518,2189,2011,1627,140,20,140,90900,203500,51,499,639,02,068
"Kenai Peninsula Borough, Alaska",994,21741,58220,165,15045,57071,46420,31150,5809,555,5809,5408900,239800,641,15932,21741,02,122
"Bristol Bay Borough, Alaska",1000,333,890,3,269,875,720,940,157,52,157,130000,179500,8,176,333,02,060
"Kodiak Island Borough, Alaska",1369,4373,13649,0,3752,13024,10417,5405,1968,64,1968,2314200,275000,101,2405,4373,02,150
"Northwest Arctic Borough, Alaska",1253,1860,7734,4,1542,7708,5279,2741,826,67,826,765200,131400,0,1034,1860,02,188
"Bethel Census Area, Alaska",1271,4558,18040,27,3948,17768,12230,6027,1774,114,1774,1591500,110200,28,2784,4558,02,050
"North Slope Borough, Alaska",1098,1966,9797,0,1642,9735,7530,2583,978,115,978,894600,143000,21,988,1966,02,185
"Sitka City and Borough, Alaska",1123,3561,8738,36,2764,8550,7058,4199,1499,123,1499,1568800,349300,96,2062,3561,02,220
"Fairbanks North Star Borough, Alaska",1296,36513,99653,475,31485,92697,77606,44059,15150,1957,15150,19667300,236800,517,21363,36513,02,090
"Ketchikan Gateway Borough, Alaska",1165,5327,13804,249,4115,13510,11024,6343,2087,203,2087,2337200,272300,48,3240,5327,02,130
"Matanuska-Susitna Borough, Alaska",1112,30879,103464,315,23945,101435,78437,41756,7135,791,7135,7656800,243000,737,23744,30879,02,170
"Nome Census Area, Alaska",1297,2875,9925,14,2502,9687,6886,4078,1141,64,1141,1139500,149600,17,1734,2875,02,180
"Dillingham Census Area, Alaska",1018,1420,4975,18,1158,4957,3602,2446,564,64,564,370800,183200,11,856,1420,02,070
"Haines Borough, Alaska",924,1026,2518,3,696,2512,2008,1673,334,25,334,238100,258100,47,692,1026,02,100
"Yakutat City and Borough, Alaska",1027,232,689,1,177,689,518,413,87,21,87,66300,169300,4,145,232,02,282
"Juneau City and Borough, Alaska",1226,12521,32330,847,10200,31651,26168,13586,4507,184,4507,5503400,344000,219,8014,12521,02,110
"Lake and Peninsula Borough, Alaska",770,425,1375,2,359,1375,1056,1421,131,43,131,72700,120200,9,294,425,02,164
"Southeast Fairbanks Census Area, Alaska",1076,2163,6876,10,1600,6748,5186,3909,572,190,572,483900,184000,133,1591,2163,02,240
"Yukon-Koyukuk Census Area, Alaska",683,1906,5415,10,1467,5385,4092,4087,540,83,540,231000,77700,42,1366,1906,02,290
"Anchorage Municipality, Alaska",1306,106524,296112,2292,90468,284984,230429,116493,41697,3265,41697,56774700,308000,1238,64827,106524,02,020
"Aleutians East Borough, Alaska",992,860,3425,2,710,3420,3003,1106,328,52,328,183900,123000,8,532,860,02,013
"Skagway Municipality, Alaska",1056,400,1061,5,345,1061,904,647,194,15,194,176500,314500,8,206,400,02,230
"Prince of Wales-Hyder Census Area, Alaska",834,2356,6474,37,1673,6474,5099,3428,640,94,640,459000,172700,102,1716,2356,02,198
"Petersburg Borough, Alaska",950,1170,3255,14,824,3245,2597,1762,371,41,371,329600,213100,45,799,1170,02,195
"Kusilvak Census Area, Alaska",617,1692,8198,2,1430,8189,5184,2225,435,23,435,119000,76000,13,1257,1692,02,158
"Maricopa County, Arizona",1079,1520767,4253913,40592,1153381,4222760,3329961,1719157,587655,49592,587655,653310000,242700,29302,933112,1520767,04,013
"Graham County, Arizona",765,10782,37879,36,7720,34003,28750,13416,3315,577,3315,2301500,127000,741,7467,10782,04,009
"Santa Cruz County, Arizona",666,15430,46584,54,10793,46251,35433,18255,5218,554,5218,3348500,148500,538,10212,15430,04,023
"La Paz County, Arizona",625,8912,20701,26,4136,20560,17724,16274,2292,450,2292,1325000,77600,821,6620,8912,04,012
"Mohave County, Arizona",799,85485,206064,639,46110,203056,173770,113876,26810,2481,26810,20591100,151100,2297,58675,85485,04,015
"Coconino County, Arizona",1131,47276,140217,809,37179,139384,114113,65438,18639,1936,18639,19839800,261300,867,28637,47276,04,005
"Yuma County, Arizona",854,72463,207829,1443,49680,201230,160374,91685,23851,2201,23851,19376300,122000,1582,48612,72463,04,027
"Greenlee County, Arizona",474,3225,9504,0,2475,9459,7125,4435,1639,380,1639,830900,82400,314,1586,3225,04,011
"Pinal County, Arizona",1037,137286,419721,289,86658,393843,332316,171368,35171,3290,35171,31671100,169800,4081,102115,137286,04,021
"St. Francis County, Arkansas",612,9319,26294,0,5788,22931,21205,10971,3998,416,3998,2108400,63300,239,5321,9319,05,123
"White County, Arkansas",699,29263,78804,39,20056,78216,62339,33684,9789,1274,9789,6334500,121300,467,19474,29263,05,145
"Nevada County, Arkansas",638,3303,8440,18,2086,8274,6716,4587,1055,113,1055,509800,64500,59,2248,3303,05,099
"Cross County, Arkansas",690,6694,16998,4,4869,16771,13439,7963,2180,300,2180,1255400,83600,249,4514,6694,05,037
"Drew County, Arkansas",640,7018,18502,0,4735,18080,14954,8598,2228,384,2228,1194300,97600,268,4790,7018,05,043
"Columbia County, Arkansas",656,8962,23892,6,5704,23463,19563,11636,2801,357,2801,1486700,82800,336,6161,8962,05,027
"Saline County, Arkansas",831,43604,118009,23,31829,116834,93508,48259,9437,928,9437,7850500,151700,966,34167,43604,05,125
"Van Buren County, Arkansas",652,6852,16684,0,3683,16494,13692,10436,1593,266,1593,777800,101600,300,5259,6852,05,141
"Izard County, Arkansas",610,5049,13559,0,2829,12628,11357,7274,1055,47,1055,495000,81500,345,3994,5049,05,065
"Lincoln County, Arkansas",539,3795,13695,7,2543,8877,11608,4922,964,77,964,390800,74400,92,2831,3795,05,079
"Logan County, Arkansas",571,8464,21757,29,5534,21508,17549,10180,2389,122,2389,1217400,90200,177,6075,8464,05,083
"Crittenden County, Arkansas",732,18756,49013,51,13466,48496,37033,21746,7885,985,7885,5325300,110500,333,10871,18756,05,035
"Franklin County, Arkansas",603,6800,17780,85,4196,17473,14171,8063,1872,35,1872,915900,94200,90,4928,6800,05,047
"Pike County, Arkansas",533,4299,10808,19,2915,10663,8691,5622,981,82,981,391200,82300,100,3318,4299,05,109
"Jefferson County, Arkansas",716,26977,70424,38,17614,65809,56399,33367,10130,1011,10130,6620100,83800,372,16847,26977,05,069
"Montgomery County, Arkansas",446,3761,8993,10,2040,8851,7504,5834,653,65,653,235900,106700,114,3108,3761,05,097
"Scott County, Arkansas",512,3855,10442,0,2247,10381,8059,5257,990,169,990,416400,72800,144,2865,3855,05,127
"Sebastian County, Arkansas",680,50670,127461,308,36457,126433,100052,56591,20402,1788,20402,13797000,119900,837,30268,50670,05,131
"Benton County, Arkansas",873,94333,258980,172,74047,257463,197430,102838,31715,1459,31715,27519200,172000,1511,62618,94333,05,007
"Chicot County, Arkansas",597,4308,10826,62,2618,10148,8637,5434,1539,243,1539,725000,63000,181,2769,4308,05,017
"Johnson County, Arkansas",628,9800,26291,26,6273,26106,20534,11463,2784,275,2784,1510800,98900,107,7016,9800,05,071
"Lee County, Arkansas",504,3352,9398,0,1889,7773,7895,4364,1418,143,1418,538900,72700,39,1934,3352,05,077
"Pope County, Arkansas",664,22628,63644,81,15548,63040,50692,26196,7151,878,7151,4564700,125000,468,15477,22628,05,115
"Desha County, Arkansas",487,5111,11887,9,3493,11822,9212,6302,2076,128,2076,808500,62800,122,3035,5111,05,041
"Fulton County, Arkansas",550,5000,12139,61,2878,11967,9914,6819,1091,119,1091,484900,93500,302,3909,5000,05,049
"Garland County, Arkansas",750,39894,98296,194,25274,97099,80534,50862,12939,1980,12939,9914000,138400,1298,26955,39894,05,051
"Prairie County, Arkansas",593,3826,8244,0,2427,8107,6766,4531,1071,41,1071,445300,68000,51,2755,3826,05,117
"Van Wert County, Ohio",690,11419,28281,20,8211,28009,22463,12732,2894,232,2894,1790800,102400,509,8525,11419,39,161
"Washington County, Ohio",659,25139,60671,69,17116,59959,50187,28236,6568,516,6568,4120100,125600,382,18571,25139,39,167
"Williams County, Ohio",684,15246,36936,127,11115,35763,29500,16660,3707,230,3707,2454500,98300,163,11539,15246,39,171
"Auglaize County, Ohio",688,18723,45784,14,14011,45251,35997,19852,4400,133,4400,3089300,143800,230,14323,18723,39,011
"Columbiana County, Ohio",650,41854,104003,127,28699,100407,85041,46818,11348,780,11348,6881500,106700,879,30506,41854,39,029
"Darke County, Ohio",671,20838,51734,96,14983,51110,40806,22844,5738,255,5738,3662300,114900,349,15100,20838,39,037
"Ottawa County, Ohio",724,17691,40709,147,12338,40272,34057,28391,3772,336,3772,2683400,148400,536,13919,17691,39,123
"Fulton County, Ohio",707,16425,42305,69,12403,41907,33520,17520,3748,241,3748,2623900,137000,141,12677,16425,39,051
"Hardin County, Ohio",663,11495,31542,0,8093,31357,25133,13187,3340,245,3340,1999100,98400,237,8155,11495,39,065
"Jackson County, Ohio",695,12892,32524,18,9001,32188,25595,14774,3848,192,3848,2411200,94600,289,9044,12892,39,079
"Lucas County, Ohio",723,179065,432379,3146,129970,427387,343499,203073,71673,5588,71673,51545200,113100,2940,107392,179065,39,095
"Morrow County, Ohio",703,12650,34976,192,9265,34725,27907,14271,2278,99,2278,1420000,144900,183,10372,12650,39,117
"Noble County, Ohio",643,4967,14443,16,2726,11972,11988,6144,795,95,795,405500,98400,47,4172,4967,39,121
"Preble County, Ohio",717,16090,41207,19,11603,40877,33008,17886,3647,264,3647,2422700,119300,271,12443,16090,39,135
"Seneca County, Ohio",700,21652,55475,86,15475,54541,44719,24114,6140,648,6140,3971500,101800,373,15512,21652,39,147
"Stark County, Ohio",728,152649,373475,2118,110451,368713,302274,166502,48429,2916,48429,34350300,130700,1991,104220,152649,39,151
"Allen County, Ohio",687,40537,103642,255,29585,101212,82330,45063,13585,814,13585,9648100,113500,835,26952,40537,39,003
"Coshocton County, Ohio",612,14461,36574,27,9541,36166,28787,16455,3859,311,3859,2163200,100000,170,10602,14461,39,031
"Crawford County, Ohio",648,17755,42021,41,12014,41449,33854,20053,5328,469,5328,3259100,87200,258,12427,17755,39,033
"Delaware County, Ohio",1040,68649,197008,188,56137,196084,149586,71959,12849,1071,12849,13962800,293900,765,55800,68649,39,041
"Guernsey County, Ohio",670,16098,39274,33,10636,38803,31565,19285,4631,647,4631,2867900,106600,483,11467,16098,39,059
"Hocking County, Ohio",606,11120,28495,124,7615,27852,23027,13396,2724,237,2724,1471700,126700,238,8396,11120,39,073
"Mercer County, Ohio",677,16104,40806,74,12205,40406,31625,17935,3774,214,3774,2476200,144100,313,12330,16104,39,107
"Ross County, Ohio",727,28747,77051,232,19417,71337,62360,32073,8670,414,8670,5588400,120900,392,20077,28747,39,141
"Cuyahoga County, Ohio",790,538531,1253783,26420,383500,1238780,1020821,618792,223765,20470,223765,179955700,128000,9552,314766,538531,39,035
"Lorain County, Ohio",768,119536,306713,716,87165,300305,246626,130429,33938,2449,33938,26682300,145100,1848,85598,119536,39,093
"Miami County, Ohio",767,41081,104800,172,30762,103851,83552,44323,12353,577,12353,9040100,145800,323,28728,41081,39,109
"Montgomery County, Ohio",775,223894,532034,6206,160814,523759,427626,254821,87342,7204,87342,67505800,115400,5101,136552,223894,39,113
"Trumbull County, Ohio",659,86163,201794,419,57368,198233,165014,95707,25217,1910,25217,16096700,102500,2681,60946,86163,39,155
"Wood County, Ohio",786,50443,129936,166,39579,128595,106649,53910,17238,1125,17238,14396700,157900,704,33205,50443,39,173
"Ashtabula County, Ohio",679,37652,98136,212,25025,95162,78985,46107,11270,1215,11270,7185900,108300,784,26382,37652,39,007
"Adair County, Oklahoma",567,7742,22113,13,4805,21980,16876,9344,2433,223,2433,1098700,83500,236,5309,7742,40,001
"Stephens County, Oklahoma",688,16955,43983,14,11403,43403,34920,20693,4718,428,4718,2993200,105500,385,12237,16955,40,137
"Cimarron County, Oklahoma",539,974,2189,0,658,2169,1712,1576,258,59,258,82800,55800,25,716,974,40,025
"Carter County, Oklahoma",753,18336,48406,56,13031,47761,37421,21661,5760,863,5760,4181500,112400,478,12576,18336,40,019
"Grant County, Oklahoma",665,1825,4418,0,1300,4322,3482,2474,440,27,440,209800,78500,98,1385,1825,40,053
"Greer County, Oklahoma",534,2041,5943,0,1376,4911,4932,2715,629,24,629,269100,71700,87,1412,2041,40,055
"McClain County, Oklahoma",754,14159,38634,0,10380,38320,29785,15366,2938,237,2938,2036400,171700,167,11221,14159,40,087
"McIntosh County, Oklahoma",589,8413,19819,29,4629,19535,16236,13699,1876,96,1876,908300,96000,316,6537,8413,40,091
"Murray County, Oklahoma",685,5354,13875,0,3759,13493,11002,6841,1630,145,1630,970600,120000,223,3724,5354,40,099
"Noble County, Oklahoma",680,4607,11411,15,3371,11318,8955,5343,1241,152,1241,747400,95800,248,3366,4607,40,103
"Ottawa County, Oklahoma",678,11965,31566,30,7935,31112,24673,14083,3749,481,3749,2244700,85100,325,8216,11965,40,115
"Sequoyah County, Oklahoma",667,15376,41359,61,9733,40967,32881,19180,4448,572,4448,2601600,94600,522,10928,15376,40,135
"Wagoner County, Oklahoma",859,28748,77850,46,21849,77559,60885,31879,6205,325,6205,5000300,154400,539,22543,28748,40,145
"Woods County, Oklahoma",698,3351,9127,0,2541,8518,7560,4434,1023,261,1023,629700,98400,103,2328,3351,40,151
"Caddo County, Oklahoma",565,10199,29342,54,6882,28199,22830,13220,2885,270,2885,1254100,82500,302,7314,10199,40,015
"Muskogee County, Oklahoma",676,26078,69084,129,17275,66135,53903,30992,8889,863,8889,5749000,101900,600,17189,26078,40,101
"Okfuskee County, Oklahoma",564,3962,12115,18,2516,11107,9587,5319,1101,70,1101,477500,75900,90,2861,3962,40,107
"Bryan County, Oklahoma",732,17157,45759,50,11714,45305,36215,20246,6537,486,6537,4427900,107700,231,10620,17157,40,013
"Harper County, Oklahoma",706,1297,3847,0,882,3821,2942,1892,222,21,222,112600,79500,27,1075,1297,40,059
"Kay County, Oklahoma",665,17703,44880,26,12353,44207,34981,21527,5565,625,5565,3399900,88800,1120,12138,17703,40,071
"Craig County, Oklahoma",702,5433,14493,0,3504,13712,11667,6751,1567,83,1567,961900,104700,89,3866,5433,40,035
"Tulsa County, Oklahoma",845,251176,642781,1976,194310,637949,496333,280909,102907,10951,102907,88714600,150500,4818,148269,251176,40,143
"Canadian County, Oklahoma",946,44633,136710,119,36002,134839,104609,48089,10810,788,10810,9896200,160200,936,33823,44633,40,017
"Harmon County, Oklahoma",634,1183,2721,0,837,2617,2137,1536,320,10,320,147400,62600,0,863,1183,40,057
"Pushmataha County, Oklahoma",518,4463,11119,0,2648,11001,8906,6156,1097,125,1097,440100,78500,97,3366,4463,40,127
"Latimer County, Oklahoma",574,4042,10495,14,2533,10287,8495,4998,1195,57,1195,573900,86200,107,2847,4042,40,077
"Osage County, Oklahoma",724,18165,47311,25,12156,45898,37892,21733,4150,236,4150,2520800,113400,476,14015,18165,40,113
