Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,Median Value 18,Value Increase Index(17-18)
778,32272,83909,67,23561,83143,65377,36649,7963,710,7963,5432700.0,104700,756,24309,32272,185300,1.0
726,7799,21704,0,5544,21569,16754,10608,1597,147,1597,905900.0,75500,282,6202,7799,84400,1.0
854,12205,34667,16,7979,34000,28205,15860,2807,643,2807,2367700.0,163400,1028,9398,12205,284200,1.0
673,5024,12530,13,3377,12381,9985,6044,1292,117,1292,795700.0,82300,52,3732,5024,420500,1.0
574,3361,9365,20,2323,8801,7542,4936,708,100,708,337000.0,73400,171,2653,3361,218300,1.0
820,2524,7777,0,2037,7679,5801,3004,550,24,550,398500.0,58200,123,1974,2524,336200,1.0
976,1562813,4525519,57534,1294543,4504029,3430347,1714340,707184,74066,707184,740255200.0,154100,20154,855629,1562813,296600,1.0
997,5413,17577,0,4506,17478,12732,6164,1432,126,1432,1310100.0,126000,84,3981,5413,357300,1.0
842,16545,45017,39,11055,44582,36360,21951,3935,356,3935,3144800.0,171100,403,12610,16545,402800,1.0
869,10795,25939,59,6724,25538,21443,13023,2561,186,2561,2111600.0,269900,399,8234,10795,292200,1.0
638,7018,20558,111,5126,20264,15605,8882,2196,239,2196,1250100.0,92900,76,4822,7018,136000,1.0
984,906179,2552213,34596,743266,2532552,1939466,985738,448928,39824,448928,471532500.0,148300,9090,457251,906179,194300,1.0
663,2147,5785,2,1536,5754,4421,2674,672,49,672,301500.0,76800,47,1475,2147,95600,1.0
529,194,600,0,142,600,444,372,51,21,51,25700.0,74700,13,143,194,83400,1.0
625,7066,18166,0,5030,17861,14271,8684,1536,90,1536,830500.0,87500,39,5530,7066,191300,1.0
523,4457,14415,0,3191,14378,9987,6344,1235,242,1235,437200.0,60700,39,3222,4457,127700,1.0
934,55467,160173,96,42662,157616,123094,60389,14486,1075,14486,12843100.0,132000,946,40981,55467,83000,0.0
896,21527,55418,48,13793,54684,44906,26004,5154,704,5154,4749800.0,170800,839,16373,21527,150400,0.0
746,13287,35929,42,9630,35468,27820,15319,4078,495,4078,2714800.0,97200,130,9209,13287,108700,1.0
805,88208,245720,456,68096,241367,191463,98823,37068,2789,37068,30234500.0,125200,1170,51140,88208,81300,0.0
734,3549,10484,0,2931,10419,7551,4067,987,190,987,679600.0,102400,48,2562,3549,113800,1.0
700,101,289,0,92,289,223,144,81,0,81,24200.0,38800,6,20,101,382900,1.0
494,1376,3753,0,933,3608,2842,2046,266,69,266,103400.0,44400,66,1110,1376,108700,1.0
684,17885,51594,0,12798,49083,39819,21167,4713,649,4713,2798200.0,98200,512,13172,17885,185100,1.0
654,791,3858,0,470,2587,3376,1648,227,7,227,87700.0,109800,48,564,791,278100,1.0
565,2035,5172,11,1354,5099,4127,2473,464,43,464,253700.0,73100,67,1571,2035,97200,1.0
463,634,2111,0,383,2100,1833,1680,83,23,83,19800.0,72800,12,551,634,91600,1.0
566,6437,18278,0,3809,18001,14878,10272,1620,216,1620,674100.0,59800,504,4817,6437,193800,1.0
713,5635,19969,0,3754,12740,16915,7292,1473,119,1473,785000.0,73100,157,4162,5635,144700,1.0
676,1007,2236,0,556,2173,1879,1729,198,23,198,112100.0,111300,97,809,1007,225500,1.0
500,1587,5262,19,960,5235,3825,2355,382,116,382,173700.0,61800,74,1205,1587,126700,1.0
742,13614,41318,0,9508,40901,30905,16316,4167,249,4167,2376900.0,73800,182,9447,13614,174700,1.0
1127,186861,535187,2905,148172,532016,409155,203904,53779,4306,53779,62174700.0,206400,2198,133082,186861,73900,0.0
693,2432,7207,15,1982,7168,5247,2927,982,145,982,647700.0,77000,23,1450,2432,86200,1.0
733,3476,10822,15,2351,10713,8013,4395,1028,215,1028,596600.0,65200,38,2448,3476,165400,1.0
784,72379,269624,1113,56237,267399,187960,80021,26778,2362,26778,20845700.0,115500,1922,45601,72379,128800,1.0
1297,222331,711421,5184,193160,706155,535905,233699,48797,4244,48797,63963200.0,233300,2768,173534,222331,175600,0.0
732,702,1929,0,518,1861,1560,922,133,25,133,99200.0,128600,14,569,702,126000,0.0
644,2462,7891,0,1928,7798,5818,3179,878,70,878,404400.0,80300,54,1584,2462,114300,1.0
858,648,1592,7,481,1588,1244,877,134,0,134,96300.0,146400,39,514,648,149400,0.0
800,10958,31540,0,8437,30869,24861,13194,5150,407,5150,3906600.0,86800,16,5808,10958,139000,1.0
576,5737,21839,0,3439,20143,16965,7224,1272,76,1272,643700.0,49100,115,4465,5737,180700,1.0
782,15185,39064,21,11235,38565,30787,16807,4729,260,4729,3335100.0,144700,155,10456,15185,141100,0.0
614,2064,5895,0,1458,5809,4446,2892,649,80,649,306000.0,57500,45,1415,2064,152200,1.0
571,4339,13095,12,3180,11336,10267,5186,1254,94,1254,586700.0,66400,51,3085,4339,124000,1.0
592,1696,3875,0,1093,3853,3185,2196,469,32,469,226200.0,60500,61,1227,1696,130600,1.0
679,3845,11434,0,2520,10935,8844,5579,1261,199,1261,704800.0,48500,51,2584,3845,207900,1.0
748,6565,17596,26,4327,17413,14115,9049,1439,60,1439,791300.0,99500,356,5126,6565,158700,1.0
790,4230,11089,0,2688,10978,9249,5753,990,66,990,712400.0,230800,39,3240,4230,123200,0.0
724,11974,35444,24,7563,34511,27873,17079,2977,579,2977,1674900.0,97400,1096,8997,11974,89300,0.0
808,94020,254574,510,69089,240730,200680,107716,35839,3094,35839,27777000.0,101300,1223,58181,94020,143700,1.0
513,1200,3631,16,768,3311,2943,1941,272,82,272,125900.0,64200,95,928,1200,165800,1.0
725,581,2083,0,452,1526,1464,743,152,0,152,46000.0,87000,10,429,581,211300,1.0
763,6118,18947,31,4791,18733,13594,7050,2140,191,2140,1369400.0,88000,172,3978,6118,87300,0.0
971,117455,321184,1354,91441,316262,251351,142115,39582,4742,39582,39354500.0,171600,2567,77873,117455,108300,0.0
790,263200,834825,5099,203009,809637,627228,289883,101092,12866,101092,78631600.0,116600,4036,162108,263200,80100,0.0
549,2286,7418,0,1389,6511,6097,3185,679,215,679,204800.0,70800,88,1607,2286,121000,1.0
875,326,889,0,236,889,676,418,84,7,84,42800.0,135700,8,242,326,222300,1.0
722,343,721,0,149,721,582,734,80,0,80,35200.0,66600,76,263,343,189100,1.0
722,7312,21456,3,4394,18722,17780,10733,1149,133,1149,672900.0,81500,146,6163,7312,137000,1.0
629,8624,27015,0,5953,26603,20552,11092,2340,414,2340,1247100.0,77800,78,6284,8624,85400,1.0
630,2287,5599,0,1770,5528,4285,2719,826,63,826,447700.0,86500,41,1461,2287,179500,1.0
729,33171,93635,125,23182,88253,74078,39489,11588,1439,11588,8353300.0,109400,721,21583,33171,239400,1.0
621,3351,8793,14,2406,8725,7128,4153,599,17,599,317200.0,125600,10,2752,3351,109900,0.0
617,3932,9220,0,2768,9135,7570,5482,1777,274,1777,1022500.0,113400,70,2155,3932,139400,1.0
475,275,680,0,204,633,540,462,73,7,73,19600.0,70500,7,202,275,105300,1.0
699,232523,839539,959,169290,831048,588338,267791,75574,6844,75574,50150900.0,82400,3435,156949,232523,209400,1.0
873,77801,222277,178,57065,219907,173356,89246,26526,2951,26526,23414100.0,144800,1403,51275,77801,123200,0.0
851,3234,8650,12,2196,8448,6920,3790,843,28,843,684400.0,172200,158,2391,3234,73600,0.0
526,1411,3836,0,965,3757,2983,1783,384,0,384,205000.0,80600,122,1027,1411,140400,1.0
678,4235,12651,3,3066,12507,9145,5018,907,147,907,526800.0,150300,52,3328,4235,250600,1.0
871,19562,63357,348,16404,62937,44296,20985,4063,525,4063,3577100.0,196300,169,15499,19562,177600,0.0
983,52385,155577,334,35412,154159,117402,64509,15663,1159,15663,15515200.0,240300,989,36722,52385,152100,0.0
918,2514,7246,1,1613,7169,5759,5954,478,46,478,372700.0,190200,168,2036,2514,98200,0.0
1230,14781,39731,329,12450,39599,30642,27484,3882,875,3882,5184400.0,558300,140,10899,14781,83400,0.0
777,3873,9544,4,2979,9478,7655,5224,1163,487,1163,815600.0,230900,13,2710,3873,97900,0.0
725,516,1860,0,313,1826,1486,924,61,23,61,35500.0,143800,34,455,516,103400,0.0
597,601,2307,0,391,2302,1635,2983,140,92,140,65400.0,160400,85,461,601,94500,0.0
1257,9040,29306,5,7558,29135,20909,12194,2731,188,2731,3413200.0,357300,164,6309,9040,92900,0.0
687,2313,6414,6,1640,6347,4577,2985,670,48,670,390000.0,147300,91,1643,2313,106500,0.0
709,17035,52182,158,13311,51771,37082,18434,4048,214,4048,2895700.0,179600,179,12987,17035,149300,0.0
716,15575,48504,47,11825,48077,36053,20500,5552,831,5552,3943200.0,183100,492,10023,15575,136700,0.0
714,8366,28892,4,6043,26303,22149,10671,2173,172,2173,1476000.0,169400,72,6193,8366,103000,0.0
740,7171,20961,45,5062,20614,15345,8655,1668,149,1668,1153400.0,152800,167,5503,7171,121900,0.0
954,155664,576496,4588,135193,573027,396971,163289,50961,2381,50961,51317800.0,256900,1619,104703,155664,124500,0.0
825,81298,244101,2068,64603,241225,181131,89495,22892,1756,22892,18999800.0,183100,1461,58406,81298,164100,0.0
848,6650,20259,48,5124,19892,13935,10051,1709,253,1709,1297500.0,178100,174,4941,6650,123900,0.0
629,4019,15193,26,2729,14938,10930,5936,784,160,784,462600.0,136600,59,3235,4019,164200,1.0
1015,363058,1106700,20673,305366,1098968,828965,384127,121730,7302,121730,127241300.0,260700,4031,241328,363058,111700,0.0
952,10616,36343,122,8532,35993,25394,13466,2512,824,2512,2159700.0,194800,412,8104,10616,157300,0.0
-666666666,168,702,0,108,581,565,1217,11,3,11,,202900,21,157,168,98500,0.0
986,101422,334977,3873,85990,331753,235882,105561,22979,1097,22979,23476700.0,246500,1220,78443,101422,107600,0.0
574,990,2700,0,705,2672,2088,1649,232,50,232,106100.0,175800,41,758,990,167600,0.0
651,7841,20512,40,5508,20310,15619,9770,2129,392,2129,1402200.0,129900,225,5712,7841,104000,0.0
607,3564,10410,52,2463,10355,7526,4584,716,194,716,345500.0,136200,161,2848,3564,119100,0.0
1156,3236,11014,16,2762,11014,7562,3405,500,16,500,523400.0,311000,82,2736,3236,79700,0.0
745,36829,120288,1175,30963,119544,86948,39998,13601,1070,13601,11058300.0,202400,501,23228,36829,34100,0.0
788,1756,5020,0,1292,4814,4005,3885,351,93,351,212000.0,166300,128,1405,1756,262400,1.0
728,3287,10694,9,2614,10558,7432,3644,630,11,630,373100.0,175800,13,2657,3287,84500,0.0
821,25160,59676,307,17579,59102,50368,34256,7019,622,7019,5620000.0,177600,444,18141,25160,90100,0.0
736,11498,26951,6,7551,26283,22218,17080,2550,251,2550,1743500.0,161100,206,8948,11498,88100,0.0
1028,2952,6950,9,2270,6946,5889,5212,590,55,590,579000.0,274700,134,2362,2952,91900,0.0
847,12275,28901,71,8925,28820,24048,15242,2364,139,2364,1967600.0,188300,210,9911,12275,58200,0.0
1186,64906,160985,2021,51627,159670,134995,68453,23926,678,23926,28440000.0,280000,365,40980,64906,97500,0.0
894,10401,25191,66,7671,25115,20479,13431,2974,119,2974,2428200.0,225200,265,7427,10401,88200,0.0
892,24121,55485,172,17251,54714,46509,34628,6817,629,6817,6242900.0,216300,581,17304,24121,85600,0.0
930,18649,48816,129,14064,48369,39137,22307,4801,265,4801,4170600.0,209100,272,13848,18649,125700,0.0
737,12094,30576,17,8353,30184,25163,16274,3244,229,3244,2264000.0,164500,320,8850,12094,172900,1.0
862,19059,43332,248,13526,42900,36414,30267,6153,342,6153,5057800.0,212000,294,12906,19059,170600,0.0
858,15280,36054,89,10297,35608,29869,21108,4141,265,4141,3536900.0,208600,124,11139,15280,66200,0.0
955,14701,36825,137,10954,36578,31135,17213,4053,268,4053,3594100.0,237000,253,10648,14701,83400,0.0
688,2720,6203,4,1715,6203,5227,5125,572,55,572,365400.0,128900,39,2148,2720,114000,0.0
880,24719,58691,324,18254,58211,48580,30510,7010,331,7010,5880200.0,217200,482,17709,24719,138000,0.0
885,2899,7022,24,2022,7009,6032,3323,484,26,484,347100.0,163000,57,2415,2899,76800,0.0
1092,16837,49795,246,12898,48449,38576,18307,4565,74,4565,4860400.0,266400,381,12272,16837,132500,0.0
945,10347,28033,31,7650,27716,22821,11655,2365,313,2365,2057000.0,160100,214,7982,10347,87200,0.0
957,7260,19213,69,5883,19011,15022,8091,1408,62,1408,1087900.0,242500,81,5852,7260,95600,0.0
1113,38208,103218,149,30255,102592,82869,40325,7138,277,7138,7580100.0,267600,707,31070,38208,97300,0.0
676,4480,12369,36,2890,11423,10233,5981,1253,0,1253,707900.0,108400,46,3227,4480,128500,1.0
918,13470,35265,222,9602,34728,28429,14976,3064,82,3064,2507300.0,235200,362,10406,13470,129100,0.0
738,2119,5495,7,1371,5278,4247,2355,1217,50,1217,843900.0,115700,24,902,2119,85300,0.0
635,11892,29048,55,7825,28845,23869,14318,2856,512,2856,1452900.0,127400,273,9036,11892,101600,0.0
1201,83031,235410,552,68227,223040,184865,88856,24188,2267,24188,29211800.0,260900,1043,58843,83031,140500,0.0
1001,7092,17582,75,4899,17440,13933,7754,2621,71,2621,2623600.0,163300,167,4471,7092,173900,1.0
857,16848,53064,548,14141,52322,45244,18154,10403,786,10403,9623000.0,196200,80,6445,16848,79700,0.0
1189,40015,105105,685,30281,103506,85803,44391,14556,1467,14556,16696400.0,329600,555,25459,40015,92700,0.0
639,2561,6524,15,1666,5729,5626,3292,445,0,445,246400.0,109300,27,2116,2561,93200,0.0
816,30927,77319,70,22006,76915,63383,36313,5760,593,5760,4341000.0,198100,394,25167,30927,93400,0.0
898,13238,33149,2,9457,32858,27427,14769,1964,251,1964,1709400.0,220000,210,11274,13238,142200,0.0
721,5705,17048,63,3988,15071,14135,7365,1407,96,1407,851900.0,132500,162,4298,5705,109900,0.0
634,15104,39539,99,9003,37390,32557,17929,4649,602,4649,2386100.0,84500,337,10455,15104,94900,1.0
685,7418,17077,82,4511,16899,13934,8757,3046,379,3046,2088300.0,114100,71,4372,7418,84000,0.0
688,2399,5675,0,1546,5496,4657,3018,594,224,594,381200.0,72200,23,1805,2399,87300,1.0
988,36616,95536,980,27556,91055,75129,40889,16680,1695,16680,16213700.0,169400,551,19936,36616,125600,0.0
1118,4649,14817,372,3431,14604,13366,5132,2451,193,2451,2865100.0,307000,38,2198,4649,52800,0.0
1296,167731,450057,2140,137192,425182,359211,182723,60635,5044,60635,80352400.0,267300,2884,107096,167731,74700,0.0
653,6866,15489,30,4197,15238,12928,8047,1641,235,1641,924700.0,113600,149,5225,6866,96200,0.0
563,12517,29767,4,8093,29618,24525,16745,2757,279,2757,1276600.0,107300,356,9760,12517,88900,0.0
580,2837,6788,23,1872,6515,5592,3484,1163,227,1163,680500.0,105500,172,1674,2837,75100,0.0
644,22388,54457,31,14809,53690,45579,25911,5462,296,5462,3227100.0,137200,461,16926,22388,92300,0.0
961,7412,17596,21,5095,17418,14556,10860,1717,184,1717,1486600.0,203100,309,5695,7412,60600,0.0
754,5774,12254,20,3397,12254,10642,9203,857,83,857,525900.0,277900,454,4917,5774,72300,0.0
734,9467,23694,23,6540,23490,19470,11702,2942,184,2942,1895200.0,172200,194,6525,9467,86800,0.0
641,14577,34330,66,9793,33251,28901,17289,3962,322,3962,2425900.0,139600,276,10615,14577,98800,0.0
940,14190,38991,32,10804,38640,31250,16188,3303,544,3303,2926500.0,231000,162,10887,14190,66400,0.0
1663,68663,154710,20985,59086,151720,129075,75489,39087,3194,39087,65012600.0,537900,614,29576,68663,109500,0.0
628,18517,41911,352,12120,40766,33527,22206,8673,826,8673,5539500.0,90900,368,9844,18517,118100,1.0
1123,10419,28135,636,8527,27936,22773,11545,6673,596,6673,7613800.0,341200,222,3746,10419,79100,0.0
1062,53555,136255,1554,41077,130988,110113,60092,23084,2618,23084,24608500.0,186600,984,30471,53555,149500,0.0
731,12110,31819,70,8495,31639,26363,14138,2797,254,2797,1895000.0,151500,174,9313,12110,129000,0.0
1895,102310,229534,37538,87911,225319,193542,111646,56785,4200,56785,110439200.0,643300,377,45525,102310,108900,0.0
478,1847,4458,30,1276,4392,3579,3353,482,112,482,202600.0,151100,70,1365,1847,104900,0.0
831,9123,22353,92,6464,21987,17335,10271,4470,458,4470,3710400.0,122400,149,4653,9123,201300,1.0
611,9022,22611,39,4550,21666,19093,11579,1906,550,1906,1041300.0,71900,76,7116,9022,88200,1.0
985,68665,180775,2364,54339,171249,142480,77442,34320,4506,34320,34526900.0,189300,1144,34345,68665,142100,0.0
1121,30495,83784,75,24064,82671,66697,33091,6875,344,6875,7473600.0,239100,474,23620,30495,58500,0.0
1481,45345,141159,2930,39416,135615,108301,47345,10968,603,10968,16668900.0,327600,607,34377,45345,100500,0.0
835,28150,79237,991,20566,77742,65731,32309,14172,1452,14172,12020400.0,153800,514,13978,28150,74600,0.0
1458,24333,67196,105,19529,63621,52911,27497,6786,984,6786,10076900.0,315400,345,17547,24333,86500,0.0
942,89238,220892,5397,66115,218218,184587,99737,52048,3880,52048,49892400.0,209200,1081,37190,89238,137200,0.0
642,5740,13256,76,3719,12867,10366,7105,2575,363,2575,1621900.0,90100,84,3165,5740,130800,1.0
688,6523,14863,11,4481,14812,12392,10087,1838,184,1838,1109300.0,231400,160,4685,6523,110500,0.0
864,4470,11083,10,3145,11006,8946,5833,1317,147,1317,956500.0,177200,125,3153,4470,127200,0.0
667,26687,61970,40,18617,60872,51243,31622,6619,433,6619,3867900.0,113800,487,20068,26687,51200,0.0
549,1786,4043,0,1074,3987,3199,1922,918,31,918,484700.0,92500,0,868,1786,85700,0.0
806,10477,24273,39,7403,23668,20254,11782,4451,580,4451,3812000.0,162500,163,6026,10477,89600,0.0
1252,9794,26109,22,6989,24860,21390,10763,1883,30,1883,1842600.0,228100,243,7911,9794,91400,0.0
729,4699,12802,70,3497,12706,10353,5505,771,40,771,496500.0,185100,42,3928,4699,65000,0.0
779,5503,17380,40,4039,17279,15775,6507,2944,624,2944,2542500.0,160600,54,2559,5503,67400,0.0
973,10520,27516,77,7880,27284,21907,11855,5718,541,5718,5668800.0,226200,243,4802,10520,196700,0.0
771,13528,32840,61,9116,32470,26777,21243,4062,177,4062,2728900.0,157200,368,9466,13528,168100,1.0
527,2344,5131,0,1415,5114,4213,2912,610,30,610,346800.0,164800,84,1734,2344,58500,0.0
611,6434,15594,41,4339,15479,12844,7981,1238,124,1238,602100.0,153800,223,5196,6434,138900,0.0
683,7088,16867,3,4899,16756,13795,8346,1788,149,1788,1099700.0,114500,53,5300,7088,87700,0.0
513,6653,15708,45,4066,15069,13315,9218,1415,133,1415,581400.0,95700,271,5238,6653,72700,0.0
780,5633,15537,12,3643,14131,12835,6749,2315,96,2315,1632400.0,134800,66,3318,5633,64400,0.0
1056,3131,7359,27,2105,7347,6228,3945,777,50,777,715700.0,358600,65,2354,3131,78300,0.0
622,17330,42689,19,10872,41458,35357,20788,4026,431,4026,2145500.0,96500,486,13304,17330,125800,1.0
742,2606,6495,0,1960,6410,5268,2895,983,168,983,675100.0,111700,66,1623,2606,141600,1.0
1775,5308,13843,1502,4667,13780,10699,5805,2130,288,2130,3752500.0,742000,76,3178,5308,111200,0.0
1635,4778,16117,501,4326,16074,12264,4895,1554,75,1554,2551900.0,263300,21,3224,4778,75300,0.0
882,13262,32037,336,9292,31078,26040,16385,7730,997,7730,6540000.0,112900,208,5532,13262,109100,0.0
1173,4583,12022,0,3475,11800,9746,4775,924,0,924,1158500.0,316800,21,3659,4583,88400,0.0
837,3388,11595,17,2260,7015,10048,4145,993,65,993,648100.0,121600,104,2395,3388,151600,1.0
1803,8499,23580,1277,7042,23005,19061,8843,2550,159,2550,4479200.0,501900,0,5949,8499,111600,0.0
835,9128,21620,57,6363,21481,17076,9956,3752,210,3752,3001000.0,161600,395,5376,9128,204500,1.0
1439,12540,41379,783,10873,41293,31476,13451,4561,338,4561,6759700.0,307000,286,7979,12540,116600,0.0
776,42333,99572,1644,31436,98290,79703,47083,20356,2119,20356,15996100.0,133700,910,21977,42333,92200,0.0
874,9997,25521,35,7498,24722,21153,10838,3446,300,3446,2983900.0,174000,76,6551,9997,150600,0.0
1083,32331,88057,70,25128,85835,68423,35591,9951,848,9951,10627600.0,238200,542,22380,32331,83300,0.0
1003,87249,245752,4279,68102,218544,201089,96700,49395,4268,49395,52190900.0,194800,1321,37854,87249,143800,0.0
600,4493,12176,5,2712,12039,9886,6330,1295,7,1295,631700.0,107500,16,3198,4493,90900,0.0
1180,120907,335594,752,98663,333209,264311,127750,29860,2451,29860,35860400.0,224200,1520,91047,120907,148800,0.0
1823,393380,1142004,58372,335829,1128951,900852,411223,126673,6632,126673,232344200.0,534800,3292,266707,393380,76800,0.0
769,3649,11606,26,2725,8497,9862,4169,895,9,895,619900.0,89400,109,2754,3649,97400,1.0
1018,14157,36090,32,10545,35592,29352,15358,3218,255,3218,2853800.0,249100,128,10939,14157,131700,0.0
1202,28410,73028,256,19846,71521,60048,32357,7293,1369,7293,9475800.0,328700,506,21117,28410,118900,0.0
544,11102,27725,0,6415,27496,23018,13543,2459,299,2459,995800.0,94900,235,8643,11102,92300,0.0
847,3470,8334,9,2412,8217,6481,3860,1744,61,1744,1362600.0,186100,68,1726,3470,80000,0.0
598,12829,31298,50,8247,30741,25926,15405,3814,237,3814,1939200.0,89600,270,9015,12829,213300,1.0
1089,18408,46487,1770,14880,46110,39906,20334,10292,825,10292,11684500.0,277800,192,8116,18408,113800,0.0
785,1935,7113,0,1049,5640,6693,2248,788,158,788,591500.0,252500,0,1147,1935,110500,0.0
747,22608,55158,11,16411,54688,45332,25570,5661,170,5661,3953400.0,154300,159,16947,22608,200500,1.0
